harass5,emailmin,emailhr,educ,polviews,advfront,snapchat,instagrm,wrkstat
No,NA,NA,17,Conservative,NA,No,No,Working fulltime
NA,0,10,16,Liberal,Agree,NA,NA,Working fulltime
No,NA,NA,18,Extremely liberal,NA,No,Yes,Working fulltime
No,20,0,12,Extremely liberal,NA,No,Yes,Working fulltime
NA,0,7,12,Liberal,Strongly agree,NA,NA,Retired
No,NA,NA,18,Slightly liberal,NA,No,No,Working fulltime
NA,0,1,20,Extremely liberal,Disagree,NA,NA,Working fulltime
No,NA,NA,14,Conservative,NA,NA,NA,Retired
NA,0,15,12,Liberal,Strongly agree,No,Yes,Working fulltime
NA,10,0,14,Slightly liberal,Agree,NA,NA,Working fulltime
NA,0,21,13,Moderate,Agree,No,No,Retired
No,0,10,16,Extrmly conservative,NA,Yes,Yes,Working parttime
NA,0,14,12,Slightly liberal,Agree,NA,NA,Retired
No,NA,NA,12,Moderate,NA,NA,NA,Keeping house
NA,0,3,19,Conservative,Disagree,No,No,Working fulltime
NA,0,4,12,Conservative,Agree,NA,NA,"Unempl, laid off"
No,0,4,13,Liberal,NA,Yes,No,Working fulltime
NA,NA,NA,12,Moderate,Disagree,NA,NA,Retired
No,NA,NA,10,Moderate,NA,NA,NA,Keeping house
NA,30,0,12,Moderate,Agree,NA,NA,Retired
No,NA,NA,17,Moderate,NA,No,No,Retired
NA,NA,NA,12,Moderate,Agree,NA,NA,Working fulltime
NA,0,0,15,Extremely liberal,Strongly agree,NA,NA,Retired
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
Yes,NA,NA,12,Moderate,NA,NA,NA,Keeping house
NA,0,1,14,Moderate,Agree,NA,NA,Keeping house
NA,NA,NA,12,Moderate,Agree,NA,NA,Keeping house
NA,1,0,10,Extremely liberal,Strongly agree,NA,NA,Working fulltime
NA,0,8,12,Moderate,Agree,Yes,Yes,Keeping house
NA,NA,NA,12,Slightly liberal,Strongly agree,NA,NA,Other
Yes,NA,NA,14,Moderate,NA,No,No,Working parttime
NA,0,7,12,Slightly liberal,Disagree,NA,NA,Working fulltime
No,NA,NA,13,Moderate,NA,No,No,Retired
NA,30,1,12,Slightly liberal,Strongly agree,No,No,Working parttime
NA,0,10,14,Moderate,Agree,NA,NA,School
No,NA,NA,17,Liberal,NA,No,No,Retired
NA,0,8,12,Conservative,Disagree,NA,NA,Retired
No,NA,NA,12,Extrmly conservative,NA,NA,NA,Retired
NA,30,0,13,Slightly liberal,Strongly agree,NA,NA,Working fulltime
Yes,NA,NA,12,NA,NA,Yes,No,Temp not working
NA,0,12,15,Moderate,Agree,No,No,Working fulltime
Yes,0,2,13,Moderate,NA,Yes,Yes,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,NA,NA,NA,NA,Other
NA,0,5,16,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,10,Extrmly conservative,NA,NA,NA,"Unempl, laid off"
No,NA,NA,11,Moderate,NA,NA,NA,Keeping house
NA,30,0,14,Moderate,Strongly agree,No,Yes,Working parttime
No,NA,NA,11,Extrmly conservative,NA,Yes,Yes,Working parttime
No,0,8,10,Extrmly conservative,NA,No,No,Working fulltime
Yes,NA,NA,16,Conservative,NA,No,No,Working fulltime
NA,30,0,12,Slightly liberal,Agree,Yes,Yes,Working fulltime
NA,0,7,15,Conservative,Agree,No,No,Retired
No,NA,NA,17,Extrmly conservative,NA,Yes,No,Working fulltime
No,0,10,12,Slghtly conservative,NA,Yes,Yes,"Unempl, laid off"
NA,0,5,12,Extrmly conservative,Strongly agree,NA,NA,Working parttime
NA,0,2,14,Slightly liberal,Strongly agree,No,Yes,Working parttime
No,NA,NA,12,Extrmly conservative,NA,NA,NA,Working fulltime
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Working parttime
NA,NA,NA,12,Conservative,Strongly agree,NA,NA,Retired
No,NA,NA,12,Moderate,NA,No,No,Other
No,0,3,12,Slightly liberal,NA,No,Yes,Working fulltime
NA,0,1,12,Moderate,Agree,No,Yes,Keeping house
No,NA,NA,15,Conservative,NA,NA,NA,"Unempl, laid off"
No,NA,NA,9,Extrmly conservative,NA,NA,NA,Retired
NA,NA,NA,7,Extremely liberal,Agree,NA,NA,Working fulltime
NA,NA,NA,7,Slghtly conservative,Dont know,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),0,0,12,Extremely liberal,NA,NA,NA,Keeping house
NA,0,0,10,Extremely liberal,Agree,NA,NA,Working parttime
Yes,NA,NA,12,Moderate,NA,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),30,0,16,Conservative,NA,NA,NA,Keeping house
NA,0,7,14,Slghtly conservative,Agree,No,No,Keeping house
NA,0,0,12,Moderate,Disagree,NA,NA,Other
No,0,1,16,Conservative,NA,No,No,Working fulltime
No,NA,NA,12,Conservative,NA,No,No,Working fulltime
NA,0,1,11,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,10,Moderate,NA,NA,NA,Retired
No,30,0,13,Moderate,NA,Yes,Yes,School
NA,0,10,14,Slghtly conservative,Disagree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,14,Slghtly conservative,NA,No,No,Retired
No,NA,NA,8,NA,NA,Yes,Yes,Keeping house
NA,0,0,12,Slghtly conservative,Strongly agree,NA,NA,Retired
NA,0,2,12,Conservative,Strongly agree,NA,NA,Working fulltime
NA,NA,NA,13,Conservative,Dont know,NA,NA,Keeping house
NA,0,10,12,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,10,Slightly liberal,NA,No,No,Working fulltime
NA,0,0,11,Moderate,Agree,No,No,Working fulltime
NA,0,20,12,Slghtly conservative,Agree,NA,NA,Working fulltime
No,0,0,11,Conservative,NA,NA,NA,Working fulltime
NA,0,5,20,Slghtly conservative,Disagree,NA,NA,Retired
No,NA,NA,14,Conservative,NA,No,No,Working fulltime
NA,0,4,16,Extrmly conservative,Agree,NA,NA,Working fulltime
NA,0,1,11,Extrmly conservative,Strongly agree,No,No,Working parttime
NA,0,30,12,Conservative,Agree,NA,NA,"Unempl, laid off"
No,NA,NA,16,Conservative,NA,No,No,Working fulltime
NA,0,0,10,Moderate,Agree,NA,NA,Keeping house
NA,NA,NA,11,Extremely liberal,Agree,NA,NA,Other
NA,0,0,10,Slightly liberal,Agree,NA,NA,Working parttime
Yes,NA,NA,11,Moderate,NA,Yes,No,Working parttime
NA,0,21,6,Moderate,Disagree,NA,NA,Retired
No,NA,NA,14,Slightly liberal,NA,No,No,Working fulltime
NA,0,0,10,NA,Strongly agree,No,No,Keeping house
No,NA,NA,12,Moderate,NA,NA,NA,Working fulltime
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Working fulltime
NA,0,3,12,Moderate,Agree,NA,NA,Retired
Yes,NA,NA,13,Conservative,NA,Yes,Yes,Working fulltime
No,NA,NA,12,Conservative,NA,NA,NA,Working fulltime
NA,0,4,10,Conservative,Agree,No,Yes,Retired
NA,0,4,12,Extrmly conservative,Agree,NA,NA,"Unempl, laid off"
No,0,2,10,Slightly liberal,NA,No,Yes,Keeping house
NA,30,0,17,Liberal,Strongly agree,NA,NA,Retired
No,NA,NA,14,Moderate,NA,No,No,Working fulltime
NA,NA,NA,9,Conservative,NA,NA,NA,Keeping house
No,0,1,15,Slightly liberal,NA,No,No,Working fulltime
NA,NA,NA,6,Slightly liberal,Agree,NA,NA,Keeping house
No,NA,NA,12,Slightly liberal,NA,No,No,Working fulltime
NA,0,40,14,Moderate,Agree,No,Yes,Working fulltime
NA,0,2,14,Liberal,Strongly agree,NA,NA,Working fulltime
NA,0,3,11,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,16,Liberal,NA,NA,NA,Working parttime
No,NA,NA,6,Moderate,NA,NA,NA,Working fulltime
Yes,0,0,14,Slghtly conservative,NA,No,No,"Unempl, laid off"
NA,0,20,16,Slightly liberal,Agree,NA,NA,Retired
NA,50,0,16,Conservative,Agree,NA,NA,Retired
No,NA,NA,20,Liberal,NA,No,No,Retired
NA,0,4,11,Moderate,Disagree,NA,NA,"Unempl, laid off"
NA,10,0,15,Moderate,Disagree,No,No,Keeping house
NA,30,0,14,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,16,Liberal,NA,Yes,No,Working fulltime
NA,0,7,14,Conservative,Agree,No,No,Working fulltime
NA,30,0,12,Slghtly conservative,Agree,NA,NA,Retired
No,0,2,14,Liberal,NA,No,No,Working fulltime
NA,0,4,12,Slightly liberal,Agree,NA,NA,Working fulltime
NA,0,6,16,Slightly liberal,Agree,NA,NA,Working fulltime
NA,0,1,14,Conservative,Agree,NA,NA,Working fulltime
No,NA,NA,16,Moderate,NA,No,Yes,School
NA,0,30,19,Slghtly conservative,Agree,NA,NA,Working fulltime
NA,0,1,12,Conservative,Agree,No,No,Keeping house
No,NA,NA,16,Conservative,NA,No,No,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,8,Moderate,NA,NA,NA,Other
No,NA,NA,12,Slightly liberal,NA,NA,NA,Retired
No,NA,NA,13,Conservative,NA,NA,NA,Retired
NA,NA,NA,15,Moderate,Agree,NA,NA,Keeping house
NA,0,3,16,Liberal,Strongly agree,NA,NA,Working fulltime
Yes,NA,NA,9,Slghtly conservative,NA,No,No,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Temp not working
NA,0,1,17,Slightly liberal,Strongly agree,No,No,Working parttime
NA,0,10,16,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,11,Extrmly conservative,NA,No,No,Retired
NA,0,30,10,NA,Strongly disagree,NA,NA,Working parttime
NA,0,1,18,Conservative,Disagree,No,No,Working fulltime
NA,0,2,20,Moderate,Strongly agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,16,Moderate,NA,NA,NA,Retired
NA,0,0,14,Moderate,Disagree,No,No,Retired
NA,0,1,12,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,12,Slghtly conservative,NA,NA,NA,Working fulltime
NA,0,4,11,Moderate,Agree,Yes,Yes,Working fulltime
No,NA,NA,20,Liberal,NA,NA,NA,Other
No,0,2,18,Slghtly conservative,NA,No,No,Working fulltime
NA,0,5,18,Moderate,Agree,NA,NA,Working fulltime
NA,0,4,14,Moderate,Agree,No,Yes,Working parttime
No,NA,NA,18,Slightly liberal,NA,No,No,Retired
No,0,50,16,Liberal,NA,No,No,Working fulltime
No,NA,NA,16,Conservative,NA,Yes,No,Working parttime
NA,0,25,19,Conservative,Strongly agree,No,Yes,Working fulltime
NA,0,60,16,Conservative,Agree,NA,NA,Temp not working
No,NA,NA,12,Slghtly conservative,NA,No,Yes,Working parttime
No,NA,NA,11,Conservative,NA,NA,NA,Retired
NA,0,2,16,Moderate,Disagree,No,No,Working fulltime
NA,0,1,16,Slghtly conservative,Disagree,NA,NA,Retired
Yes,NA,NA,18,Conservative,NA,Yes,Yes,Working fulltime
No,NA,NA,18,Moderate,NA,No,No,Working fulltime
No,0,15,16,Conservative,NA,No,No,Working fulltime
Yes,0,100,13,Moderate,NA,NA,NA,Working parttime
No,NA,NA,16,Liberal,NA,No,No,Working fulltime
NA,0,20,9,Conservative,Disagree,NA,NA,Other
No,NA,NA,16,Liberal,NA,NA,NA,Retired
No,0,0,6,Slghtly conservative,NA,No,No,Retired
NA,0,20,18,Liberal,Agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,13,Extremely liberal,NA,NA,NA,Keeping house
NA,30,0,12,Extrmly conservative,Agree,No,No,Retired
No,NA,NA,12,Conservative,NA,No,No,Working parttime
No,0,0,12,Moderate,NA,NA,NA,Keeping house
NA,0,10,13,Conservative,Disagree,NA,NA,Working fulltime
NA,0,0,10,Moderate,Agree,No,Yes,Keeping house
No,NA,NA,13,Moderate,NA,Yes,Yes,"Unempl, laid off"
Yes,NA,NA,14,Moderate,NA,No,No,Working fulltime
NA,20,0,12,Slightly liberal,Agree,No,No,Temp not working
No,0,1,14,Slightly liberal,NA,No,No,Working parttime
NA,0,0,12,NA,Agree,NA,NA,Working fulltime
NA,0,20,20,Liberal,Agree,No,No,Working fulltime
No,NA,NA,4,Liberal,NA,NA,NA,Working parttime
Yes,NA,NA,15,Conservative,NA,No,No,Working parttime
NA,0,5,12,Moderate,Agree,No,No,School
NA,NA,NA,12,Moderate,Dont know,NA,NA,Keeping house
No,NA,NA,1,Moderate,NA,NA,NA,Working fulltime
NA,NA,NA,6,Slightly liberal,Agree,NA,NA,Working fulltime
No,NA,NA,11,Conservative,NA,NA,NA,"Unempl, laid off"
No,0,1,12,Liberal,NA,No,No,School
No,NA,NA,12,Moderate,NA,NA,NA,Working parttime
NA,0,0,12,Moderate,Strongly agree,NA,NA,Working parttime
No,NA,NA,16,Moderate,NA,Yes,Yes,Working fulltime
NA,30,0,14,Moderate,Agree,NA,NA,Retired
NA,0,10,14,Slightly liberal,Agree,No,Yes,Working fulltime
NA,0,0,9,Liberal,Agree,NA,NA,Working fulltime
No,NA,NA,11,Moderate,NA,No,No,Retired
NA,30,0,13,Slghtly conservative,Dont know,No,Yes,Keeping house
NA,10,0,12,Moderate,Agree,NA,NA,Working fulltime
Yes,0,1,11,Moderate,NA,NA,NA,Working fulltime
NA,0,21,16,Slightly liberal,Strongly agree,NA,NA,Working parttime
No,NA,NA,12,Moderate,NA,No,Yes,"Unempl, laid off"
NA,0,3,12,Slghtly conservative,Agree,Yes,Yes,"Unempl, laid off"
No,NA,NA,6,Moderate,NA,NA,NA,Keeping house
NA,0,0,15,NA,Agree,NA,NA,Keeping house
No,NA,NA,16,Slightly liberal,NA,NA,NA,Working fulltime
NA,0,1,6,Moderate,Agree,NA,NA,Working fulltime
NA,0,25,13,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,11,Moderate,NA,No,No,Working parttime
NA,0,5,15,Extremely liberal,Strongly agree,NA,NA,Retired
No,0,2,14,Moderate,NA,NA,NA,Keeping house
NA,0,1,8,Slghtly conservative,Agree,NA,NA,Working parttime
NA,0,3,15,Conservative,Agree,NA,NA,Keeping house
NA,NA,NA,20,Slghtly conservative,Strongly agree,NA,NA,Retired
Yes,0,1,12,Conservative,NA,No,No,Keeping house
NA,30,0,16,Extrmly conservative,Agree,No,No,Working fulltime
NA,0,5,16,Extremely liberal,Agree,NA,NA,Working fulltime
No,NA,NA,13,Slightly liberal,NA,No,No,Retired
NA,0,1,12,Extrmly conservative,Agree,NA,NA,Working fulltime
NA,NA,NA,12,Extrmly conservative,Agree,NA,NA,Retired
No,0,1,20,Moderate,NA,No,No,Working fulltime
NA,0,0,12,Liberal,Agree,NA,NA,Retired
NA,0,1,14,Moderate,Strongly agree,NA,NA,Working fulltime
No,NA,NA,17,Slightly liberal,NA,No,Yes,Working fulltime
Yes,NA,NA,12,Moderate,NA,NA,NA,Working parttime
NA,0,48,12,NA,Agree,Yes,Yes,"Unempl, laid off"
NA,30,0,17,Liberal,Agree,NA,NA,Working fulltime
No,NA,NA,12,Conservative,NA,No,No,Working fulltime
No,NA,NA,20,Moderate,NA,No,No,Working fulltime
NA,0,30,13,Liberal,Strongly agree,No,No,"Unempl, laid off"
NA,0,5,18,Liberal,Strongly agree,NA,NA,Retired
Yes,NA,NA,16,Liberal,NA,No,No,Working fulltime
No,0,20,20,Slghtly conservative,NA,Yes,Yes,Working fulltime
NA,NA,NA,11,Extremely liberal,Strongly agree,NA,NA,Retired
NA,0,0,14,Slightly liberal,Agree,No,No,Keeping house
NA,0,2,16,Conservative,Strongly agree,NA,NA,Retired
No,0,0,10,Conservative,NA,No,No,Retired
NA,5,0,14,Slghtly conservative,Agree,NA,NA,School
NA,0,5,17,Liberal,Strongly agree,Yes,Yes,Temp not working
NA,0,1,16,Slghtly conservative,Agree,NA,NA,Working parttime
Yes,NA,NA,19,Liberal,NA,No,No,Keeping house
NA,30,0,15,Slghtly conservative,Agree,NA,NA,Working fulltime
Yes,NA,NA,16,Slightly liberal,NA,No,No,Working fulltime
NA,0,3,16,Slghtly conservative,Agree,No,No,Working parttime
NA,0,1,17,Liberal,Strongly agree,NA,NA,Retired
Yes,NA,NA,15,Moderate,NA,Yes,No,School
Yes,NA,NA,15,Liberal,NA,Yes,Yes,School
No,NA,NA,18,Liberal,NA,No,No,Working fulltime
No,0,3,15,Liberal,NA,Yes,No,School
NA,0,2,15,Moderate,Strongly agree,NA,NA,Working parttime
NA,0,1,17,Extrmly conservative,Agree,No,No,Keeping house
NA,30,0,13,Extrmly conservative,Disagree,NA,NA,Retired
No,NA,NA,9,Moderate,NA,NA,NA,Working fulltime
No,0,0,12,Extremely liberal,NA,NA,NA,Working parttime
NA,0,1,15,Slightly liberal,Strongly agree,NA,NA,School
No,15,0,13,Slghtly conservative,NA,No,Yes,"Unempl, laid off"
NA,0,10,13,Moderate,Strongly agree,NA,NA,Retired
NA,0,0,14,Slightly liberal,Strongly agree,No,No,Working fulltime
No,NA,NA,10,Conservative,NA,No,No,Retired
No,0,20,14,Slghtly conservative,NA,No,No,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Moderate,NA,NA,NA,Retired
NA,30,0,14,Liberal,Disagree,No,Yes,Retired
No,30,0,12,Moderate,NA,No,No,Working parttime
Yes,NA,NA,14,Extrmly conservative,NA,Yes,Yes,Working parttime
NA,0,4,19,Slghtly conservative,Agree,No,No,Working fulltime
No,NA,NA,13,Extremely liberal,NA,Yes,Yes,School
NA,0,4,11,Slightly liberal,Agree,NA,NA,Working parttime
NA,NA,NA,12,Slghtly conservative,Agree,NA,NA,Retired
NA,0,6,20,Liberal,Strongly agree,NA,NA,Working fulltime
Yes,NA,NA,15,Slightly liberal,NA,Yes,Yes,School
NA,0,1,16,Liberal,Agree,NA,NA,Retired
NA,NA,NA,12,Extremely liberal,Agree,NA,NA,Keeping house
NA,NA,NA,7,Liberal,Agree,NA,NA,Keeping house
No,0,10,16,Slghtly conservative,NA,Yes,Yes,Working fulltime
No,NA,NA,12,Liberal,NA,Yes,No,Working fulltime
NA,30,1,14,Slightly liberal,Agree,No,No,Working parttime
NA,NA,NA,14,Slightly liberal,Agree,NA,NA,Keeping house
NA,0,2,14,Moderate,Agree,No,No,Working fulltime
NA,0,20,16,Liberal,Strongly agree,NA,NA,Working fulltime
NA,0,25,20,Extremely liberal,Strongly agree,No,No,Working fulltime
NA,0,1,12,Moderate,Strongly agree,NA,NA,Temp not working
Yes,NA,NA,3,Conservative,NA,NA,NA,Working fulltime
NA,0,4,15,Conservative,Agree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),0,2,12,Slghtly conservative,NA,NA,NA,Retired
NA,NA,NA,14,NA,Dont know,NA,NA,Retired
No,NA,NA,14,Conservative,NA,No,No,Retired
NA,NA,NA,12,Slghtly conservative,Agree,NA,NA,Retired
No,NA,NA,12,Slghtly conservative,NA,No,No,Working fulltime
NA,0,2,12,Moderate,Strongly agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,10,Moderate,NA,NA,NA,Retired
NA,30,0,14,Slightly liberal,Agree,NA,NA,Working fulltime
No,NA,NA,19,Moderate,NA,No,No,Temp not working
No,NA,NA,14,Slghtly conservative,NA,No,No,Working fulltime
NA,0,0,10,Slghtly conservative,Strongly agree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,20,Moderate,NA,No,No,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,13,Conservative,NA,NA,NA,Keeping house
NA,NA,NA,12,Moderate,Disagree,NA,NA,Retired
NA,0,10,13,Conservative,Agree,NA,NA,Working fulltime
No,NA,NA,6,Slightly liberal,NA,NA,NA,Keeping house
No,5,0,13,Conservative,NA,Yes,Yes,Working parttime
NA,0,1,12,Extrmly conservative,Disagree,NA,NA,Working fulltime
NA,30,0,14,Conservative,Agree,Yes,Yes,Working parttime
NA,0,3,15,Moderate,Agree,NA,NA,Keeping house
No,NA,NA,20,Liberal,NA,No,No,Working fulltime
Does not apply (i do not have a job/superior/co-worker),5,0,9,Moderate,NA,NA,NA,Retired
NA,0,0,10,Slightly liberal,Strongly agree,NA,NA,Working parttime
NA,10,0,12,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Keeping house
No,15,0,11,Extremely liberal,NA,No,No,Keeping house
NA,NA,NA,12,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,13,Slghtly conservative,NA,No,No,Working fulltime
NA,0,0,11,Slghtly conservative,Agree,NA,NA,Other
No,NA,NA,12,Liberal,NA,No,No,Keeping house
No,15,0,13,Liberal,NA,No,Yes,Working parttime
NA,0,2,14,Liberal,Strongly agree,NA,NA,Working fulltime
No,NA,NA,14,Moderate,NA,Yes,No,Working fulltime
NA,5,0,14,Conservative,Agree,No,No,Working fulltime
NA,0,0,8,Extrmly conservative,Agree,NA,NA,Keeping house
No,NA,NA,14,Slghtly conservative,NA,No,No,"Unempl, laid off"
No,20,0,12,Moderate,NA,No,No,Working fulltime
No,NA,NA,17,Moderate,NA,No,No,Working fulltime
NA,0,42,14,Slghtly conservative,Agree,NA,NA,Working fulltime
No,NA,NA,12,NA,NA,Yes,Yes,Keeping house
NA,0,0,12,Moderate,Agree,Yes,Yes,Working fulltime
NA,0,10,14,Conservative,Agree,NA,NA,Retired
No,NA,NA,14,Moderate,NA,No,No,School
NA,2,0,14,Moderate,Agree,NA,NA,Keeping house
NA,0,50,13,Moderate,Agree,Yes,Yes,Working fulltime
NA,0,20,13,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,13,Slghtly conservative,NA,No,No,Working fulltime
NA,0,5,10,Moderate,Agree,NA,NA,Retired
NA,0,1,12,Moderate,Strongly agree,No,Yes,Keeping house
NA,0,0,14,NA,Agree,Yes,Yes,Keeping house
NA,0,7,17,Moderate,Strongly agree,NA,NA,Working fulltime
NA,20,0,2,Extrmly conservative,Strongly disagree,NA,NA,Retired
Yes,NA,NA,12,Liberal,NA,NA,NA,Working fulltime
NA,0,30,15,Slghtly conservative,Strongly agree,NA,NA,Working fulltime
NA,0,10,12,Slghtly conservative,Strongly disagree,No,No,Working fulltime
No,NA,NA,8,NA,NA,No,No,Working fulltime
No,0,25,13,Slghtly conservative,NA,No,No,Working fulltime
No,NA,NA,14,Slightly liberal,NA,NA,NA,Working fulltime
No,NA,NA,17,Conservative,NA,Yes,No,Working fulltime
NA,30,0,12,Moderate,Agree,NA,NA,Retired
No,NA,NA,12,Slghtly conservative,NA,No,No,Temp not working
NA,0,1,17,Conservative,Agree,NA,NA,Working fulltime
NA,0,0,11,Moderate,Agree,NA,NA,Retired
No,15,0,15,Moderate,NA,No,No,Working fulltime
NA,0,12,15,Moderate,Agree,NA,NA,Working fulltime
No,0,1,10,Moderate,NA,No,No,Working fulltime
NA,0,2,14,Conservative,Disagree,NA,NA,Other
NA,0,0,11,Slghtly conservative,Disagree,No,No,Working fulltime
NA,NA,NA,11,Slghtly conservative,Agree,NA,NA,Retired
No,0,6,15,NA,NA,No,No,Retired
NA,0,0,12,Moderate,Agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Moderate,NA,NA,NA,Retired
No,NA,NA,20,Slightly liberal,NA,No,No,Working fulltime
No,NA,NA,16,Slghtly conservative,NA,No,No,Keeping house
NA,10,0,16,Slghtly conservative,Agree,NA,NA,Working fulltime
NA,0,2,12,Moderate,Agree,Yes,Yes,Working parttime
No,NA,NA,14,Moderate,NA,No,No,Working fulltime
NA,15,0,15,Moderate,Agree,NA,NA,School
No,NA,NA,6,Moderate,NA,No,No,Working fulltime
NA,0,5,14,Moderate,Disagree,NA,NA,Working fulltime
No,0,15,16,Slghtly conservative,NA,No,No,Working fulltime
NA,0,15,14,Moderate,Agree,NA,NA,Working fulltime
Yes,NA,NA,14,Slghtly conservative,NA,No,No,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Conservative,NA,NA,NA,Retired
No,NA,NA,15,Moderate,NA,Yes,Yes,Working fulltime
NA,0,1,12,Moderate,Disagree,No,No,Working parttime
No,0,0,16,Slightly liberal,NA,No,No,Working fulltime
NA,50,0,15,NA,Disagree,NA,NA,Working fulltime
Yes,NA,NA,14,Moderate,NA,Yes,Yes,Working fulltime
Yes,NA,NA,18,Conservative,NA,Yes,Yes,Working fulltime
NA,0,2,18,Slghtly conservative,Strongly agree,No,No,Working fulltime
No,0,4,15,Slightly liberal,NA,Yes,Yes,Working fulltime
NA,0,0,13,Moderate,Agree,NA,NA,Keeping house
NA,NA,NA,10,Conservative,Dont know,NA,NA,Retired
Yes,0,1,12,Slightly liberal,NA,Yes,Yes,Working parttime
NA,0,1,13,Slghtly conservative,Strongly agree,NA,NA,Working parttime
NA,0,4,13,Extrmly conservative,Strongly agree,NA,NA,Retired
No,NA,NA,18,Slightly liberal,NA,No,Yes,Working fulltime
NA,0,16,14,Moderate,Agree,Yes,Yes,Working fulltime
NA,NA,NA,7,Conservative,Disagree,NA,NA,Retired
No,0,1,4,Conservative,NA,Yes,No,Keeping house
NA,0,1,12,Moderate,Agree,No,No,Working fulltime
NA,0,0,10,Moderate,Disagree,NA,NA,Keeping house
Yes,NA,NA,14,Conservative,NA,NA,NA,Working fulltime
NA,0,2,9,Slghtly conservative,Strongly agree,NA,NA,"Unempl, laid off"
NA,30,0,14,Slghtly conservative,Agree,NA,NA,"Unempl, laid off"
NA,0,2,9,Moderate,Disagree,NA,NA,Keeping house
No,NA,NA,14,Moderate,NA,NA,NA,Working fulltime
NA,0,18,14,Moderate,Agree,NA,NA,Working fulltime
Yes,0,0,14,Slghtly conservative,NA,No,No,Working fulltime
No,NA,NA,14,Slightly liberal,NA,Yes,No,"Unempl, laid off"
NA,0,2,12,Moderate,Agree,NA,NA,Working fulltime
No,NA,NA,12,Moderate,NA,No,No,Working fulltime
Yes,30,0,12,Slightly liberal,NA,NA,NA,Working fulltime
No,NA,NA,13,Moderate,NA,No,No,Keeping house
Yes,NA,NA,12,NA,NA,No,Yes,Working fulltime
NA,45,0,16,Moderate,Agree,No,No,Retired
No,0,2,16,Extrmly conservative,NA,No,No,Keeping house
NA,0,20,17,Moderate,Strongly disagree,NA,NA,Retired
No,NA,NA,20,Moderate,NA,No,Yes,Keeping house
NA,5,0,12,Liberal,Agree,No,No,Other
NA,0,0,12,Conservative,Strongly agree,NA,NA,Working parttime
No,NA,NA,14,Moderate,NA,No,No,Keeping house
Does not apply (i do not have a job/superior/co-worker),0,1,13,Conservative,NA,NA,NA,School
Yes,NA,NA,12,Conservative,NA,NA,NA,Working fulltime
NA,0,2,16,Slghtly conservative,Disagree,NA,NA,Retired
Does not apply (i do not have a job/superior/co-worker),NA,NA,12,Extremely liberal,NA,No,No,Other
No,0,1,14,Moderate,NA,No,No,Other
NA,30,0,11,Liberal,Disagree,No,No,Working fulltime
Does not apply (i do not have a job/superior/co-worker),0,1,17,Slghtly conservative,NA,NA,NA,Retired
No,NA,NA,19,Slghtly conservative,NA,No,Yes,Working parttime
Does not apply (i do not have a job/superior/co-worker),NA,NA,20,Slightly liberal,NA,No,No,Retired
NA,0,3,13,Moderate,Agree,NA,NA,School
No,NA,NA,16,Slightly liberal,NA,No,No,Working fulltime
Yes,NA,NA,12,Slightly liberal,NA,No,No,Working parttime
NA,NA,NA,12,Extrmly conservative,Dont know,NA,NA,Retired
NA,NA,NA,12,Moderate,Agree,NA,NA,Working parttime
Does not apply (i do not have a job/superior/co-worker),0,1,14,Moderate,NA,No,No,Retired
NA,0,0,10,Liberal,Agree,NA,NA,Working fulltime
Does not apply (i do not have a job/superior/co-worker),NA,NA,14,Slghtly conservative,NA,No,Yes,Retired
NA,0,1,16,Slghtly conservative,Strongly agree,NA,NA,Retired
